name,type,uf
São João da Serra,municipio,PI
São João da Urtiga,municipio,RS
São João da Varjota,municipio,PI
São João das Duas Pontes,municipio,SP
São João das Missões,municipio,MG
São João de Iracema,municipio,SP
São João de Meriti,municipio,RJ
São João de Pirabas,municipio,PA
São João del Rei,municipio,MG
São João do Araguaia,municipio,PA
São João do Arraial,municipio,PI
São João do Caiuá,municipio,PR
São João do Cariri,municipio,PB
São João do Carú,municipio,MA
São João do Itaperiú,municipio,SC
São João do Ivaí,municipio,PR
São João do Jaguaribe,municipio,CE
São João do Manhuaçu,municipio,MG
São João do Manteninha,municipio,MG
São João do Oeste,municipio,SC
São João do Oriente,municipio,MG
São João do Pacuí,municipio,MG
São João do Paraíso,municipio,MA
São João do Paraíso,municipio,MG
São João do Pau d'Alho,municipio,SP
São João do Piauí,municipio,PI
São João do Polêsine,municipio,RS
São João do Rio do Peixe,municipio,PB
São João do Sabugi,municipio,RN
São João do Soter,municipio,MA
São João do Sul,municipio,SC
São João do Tigre,municipio,PB
São João do Triunfo,municipio,PR
São João dos Patos,municipio,MA
São João Evangelista,municipio,MG
São João Nepomuceno,municipio,MG
São Joaquim,municipio,SC
São Joaquim da Barra,municipio,SP
São Joaquim de Bicas,municipio,MG
São Joaquim do Monte,municipio,PE
São Jorge,municipio,RS
São Jorge d'Oeste,municipio,PR
São Jorge do Ivaí,municipio,PR
São Jorge do Patrocínio,municipio,PR
São José,municipio,SC
São José da Barra,municipio,MG
São José da Bela Vista,municipio,SP
São José da Boa Vista,municipio,PR
São José da Coroa Grande,municipio,PE
São José da Lagoa Tapada,municipio,PB
São José da Laje,municipio,AL
São José da Lapa,municipio,MG
São José da Safira,municipio,MG
São José da Tapera,municipio,AL
São José da Varginha,municipio,MG
São José da Vitória,municipio,BA
São José das Missões,municipio,RS
São José das Palmeiras,municipio,PR
São José de Caiana,municipio,PB
São José de Espinharas,municipio,PB
São José de Mipibu,municipio,RN
São José de Piranhas,municipio,PB
São José de Princesa,municipio,PB
São José de Ribamar,municipio,MA
São José de Ubá,municipio,RJ
São José do Alegre,municipio,MG
São José do Barreiro,municipio,SP
São José do Belmonte,municipio,PE
São José do Bonfim,municipio,PB
São José do Brejo do Cruz,municipio,PB
São José do Calçado,municipio,ES
São José do Campestre,municipio,RN
São José do Cedro,municipio,SC
São José do Cerrito,municipio,SC
São José do Divino,municipio,PI
São José do Divino,municipio,MG
São José do Egito,municipio,PE
São José do Goiabal,municipio,MG
São José do Herval,municipio,RS
São José do Hortêncio,municipio,RS
São José do Inhacorá,municipio,RS
São José do Jacuípe,municipio,BA
São José do Jacuri,municipio,MG
São José do Mantimento,municipio,MG
São José do Norte,municipio,RS
São José do Ouro,municipio,RS
São José do Peixe,municipio,PI
São José do Piauí,municipio,PI
São José do Povo,municipio,MT
São José do Rio Claro,municipio,MT
São José do Rio Pardo,municipio,SP
São José do Rio Preto,municipio,SP
São José do Sabugi,municipio,PB
São José do Seridó,municipio,RN
São José do Sul,municipio,RS
São José do Vale do Rio Preto,municipio,RJ
São José do Xingu,municipio,MT
São José dos Ausentes,municipio,RS
São José dos Basílios,municipio,MA
São José dos Campos,municipio,SP
São José dos Cordeiros,municipio,PB
São José dos Pinhais,municipio,PR
São José dos Quatro Marcos,municipio,MT
São José dos Ramos,municipio,PB
São Julião,municipio,PI
São Leopoldo,municipio,RS
São Lourenço,municipio,MG
São Lourenço da Mata,municipio,PE
São Lourenço da Serra,municipio,SP
São Lourenço do Oeste,municipio,SC
São Lourenço do Piauí,municipio,PI
São Lourenço do Sul,municipio,RS
São Ludgero,municipio,SC
São Luís,municipio,MA
São Luís de Montes Belos,municipio,GO
São Luís do Curu,municipio,CE
São Luís do Paraitinga,municipio,SP
São Luis do Piauí,municipio,PI
São Luís do Quitunde,municipio,AL
São Luís Gonzaga do Maranhão,municipio,MA
São Luiz,municipio,RR
São Luíz do Norte,municipio,GO
São Luiz Gonzaga,municipio,RS
São Mamede,municipio,PB
São Manoel do Paraná,municipio,PR
São Manuel,municipio,SP
São Marcos,municipio,RS
São Martinho,municipio,SC
São Martinho,municipio,RS
São Martinho da Serra,municipio,RS
São Mateus,municipio,ES
São Mateus do Maranhão,municipio,MA
São Mateus do Sul,municipio,PR
São Miguel,municipio,RN
São Miguel Arcanjo,municipio,SP
São Miguel da Baixa Grande,municipio,PI
São Miguel da Boa Vista,municipio,SC
São Miguel das Matas,municipio,BA
São Miguel das Missões,municipio,RS
São Miguel de Taipu,municipio,PB
São Miguel do Aleixo,municipio,SE
São Miguel do Anta,municipio,MG
São Miguel do Araguaia,municipio,GO
São Miguel do Fidalgo,municipio,PI
São Miguel do Gostoso,municipio,RN
São Miguel do Guamá,municipio,PA
São Miguel do Guaporé,municipio,RO
São Miguel do Iguaçu,municipio,PR
São Miguel do Oeste,municipio,SC
São Miguel do Passa Quatro,municipio,GO
São Miguel do Tapuio,municipio,PI
São Miguel do Tocantins,municipio,TO
São Miguel dos Campos,municipio,AL
São Miguel dos Milagres,municipio,AL
São Nicolau,municipio,RS
São Patrício,municipio,GO
São Paulo,municipio,SP
São Paulo das Missões,municipio,RS
São Paulo de Olivença,municipio,AM
São Paulo do Potengi,municipio,RN
São Pedro,municipio,RN
São Pedro,municipio,SP
São Pedro da Água Branca,municipio,MA
São Pedro da Aldeia,municipio,RJ
São Pedro da Cipa,municipio,MT
São Pedro da Serra,municipio,RS
São Pedro da União,municipio,MG
São Pedro das Missões,municipio,RS
São Pedro de Alcântara,municipio,SC
São Pedro do Butiá,municipio,RS
São Pedro do Iguaçu,municipio,PR
São Pedro do Ivaí,municipio,PR
São Pedro do Paraná,municipio,PR
São Pedro do Piauí,municipio,PI
São Pedro do Suaçuí,municipio,MG
São Pedro do Sul,municipio,RS
São Pedro do Turvo,municipio,SP
São Pedro dos Crentes,municipio,MA
São Pedro dos Ferros,municipio,MG
São Rafael,municipio,RN
São Raimundo das Mangabeiras,municipio,MA
São Raimundo do Doca Bezerra,municipio,MA
São Raimundo Nonato,municipio,PI
São Roberto,municipio,MA
São Romão,municipio,MG
São Roque,municipio,SP
São Roque de Minas,municipio,MG
São Roque do Canaã,municipio,ES
São Salvador do Tocantins,municipio,TO
São Sebastião,municipio,AL
São Sebastião,municipio,SP
São Sebastião da Amoreira,municipio,PR
São Sebastião da Bela Vista,municipio,MG
São Sebastião da Boa Vista,municipio,PA
São Sebastião da Grama,municipio,SP
São Sebastião da Vargem Alegre,municipio,MG
São Sebastião de Lagoa de Roça,municipio,PB
São Sebastião do Alto,municipio,RJ
São Sebastião do Anta,municipio,MG
São Sebastião do Caí,municipio,RS
São Sebastião do Maranhão,municipio,MG
São Sebastião do Oeste,municipio,MG
São Sebastião do Paraíso,municipio,MG
São Sebastião do Passé,municipio,BA
São Sebastião do Rio Preto,municipio,MG
São Sebastião do Rio Verde,municipio,MG
São Sebastião do Tocantins,municipio,TO
São Sebastião do Uatumã,municipio,AM
São Sebastião do Umbuzeiro,municipio,PB
São Sepé,municipio,RS
São Simão,municipio,SP
São Simão,municipio,GO
São Thomé das Letras,municipio,MG
São Tiago,municipio,MG
São Tomás de Aquino,municipio,MG
São Tomé,municipio,RN
São Tomé,municipio,PR
São Valentim,municipio,RS
São Valentim do Sul,municipio,RS
São Valério,municipio,TO
São Valério do Sul,municipio,RS
São Vendelino,municipio,RS
São Vicente,municipio,RN
São Vicente,municipio,SP
São Vicente de Minas,municipio,MG
São Vicente do Seridó,municipio,PB
São Vicente do Sul,municipio,RS
São Vicente Ferrer,municipio,MA
São Vicente Ferrer,municipio,PE
Sapé,municipio,PB
Sapeaçu,municipio,BA
Sapezal,municipio,MT
Sapiranga,municipio,RS
Sapopema,municipio,PR
Sapucaí-Mirim,municipio,MG
Sapucaia,municipio,PA
Sapucaia,municipio,RJ
Sapucaia do Sul,municipio,RS
Saquarema,municipio,RJ
Sarandi,municipio,PR
Sarandi,municipio,RS
Sarapuí,municipio,SP
Sardoá,municipio,MG
Sarutaiá,municipio,SP
Sarzedo,municipio,MG
Sátiro Dias,municipio,BA
Satuba,municipio,AL
Satubinha,municipio,MA
Saubara,municipio,BA
Saudade do Iguaçu,municipio,PR
Saudades,municipio,SC
Saúde,municipio,BA
Schroeder,municipio,SC
Seabra,municipio,BA
Seara,municipio,SC
Sebastianópolis do Sul,municipio,SP
Sebastião Barros,municipio,PI
Sebastião Laranjeiras,municipio,BA
Sebastião Leal,municipio,PI
Seberi,municipio,RS
Sede Nova,municipio,RS
Segredo,municipio,RS
Selbach,municipio,RS
Selvíria,municipio,MS
Sem-Peixe,municipio,MG
Sena Madureira,municipio,AC
Senador Alexandre Costa,municipio,MA
Senador Amaral,municipio,MG
Senador Canedo,municipio,GO
Senador Cortes,municipio,MG
Senador Elói de Souza,municipio,RN
Senador Firmino,municipio,MG
Senador Georgino Avelino,municipio,RN
Senador Guiomard,municipio,AC
Senador José Bento,municipio,MG
Senador José Porfírio,municipio,PA
Senador La Rocque,municipio,MA
Senador Modestino Gonçalves,municipio,MG
Senador Pompeu,municipio,CE
Senador Rui Palmeira,municipio,AL
Senador Sá,municipio,CE
Senador Salgado Filho,municipio,RS
Sengés,municipio,PR
Senhor do Bonfim,municipio,BA
Senhora de Oliveira,municipio,MG
Senhora do Porto,municipio,MG
Senhora dos Remédios,municipio,MG
Sentinela do Sul,municipio,RS
Sento Sé,municipio,BA
Serafina Corrêa,municipio,RS
Sericita,municipio,MG
Seringueiras,municipio,RO
Sério,municipio,RS
Seritinga,municipio,MG
Seropédica,municipio,RJ
Serra,municipio,ES
Serra Alta,municipio,SC
Serra Azul,municipio,SP
Serra Azul de Minas,municipio,MG
Serra Branca,municipio,PB
Serra Caiada,municipio,RN
Serra da Raiz,municipio,PB
Serra da Saudade,municipio,MG
Serra de São Bento,municipio,RN
Serra do Mel,municipio,RN
Serra do Navio,municipio,AP
Serra do Ramalho,municipio,BA
Serra do Salitre,municipio,MG
Serra dos Aimorés,municipio,MG
Serra dourada,municipio,BA
Serra Grande,municipio,PB
Serra Negra,municipio,SP
Serra Negra do Norte,municipio,RN
Serra Nova Dourada,municipio,MT
Serra Preta,municipio,BA
Serra Redonda,municipio,PB
Serra Talhada,municipio,PE
Serrana,municipio,SP
Serrania,municipio,MG
Serrano do Maranhão,municipio,MA
Serranópolis,municipio,GO
Serranópolis de Minas,municipio,MG
Serranópolis do Iguaçu,municipio,PR
Serranos,municipio,MG
Serraria,municipio,PB
Serrinha,municipio,RN
Serrinha,municipio,BA
Serrinha dos Pintos,municipio,RN
Serrita,municipio,PE
Serro,municipio,MG
Serrolândia,municipio,BA
Sertaneja,municipio,PR
Sertânia,municipio,PE
Sertanópolis,municipio,PR
Sertão,municipio,RS
Sertão Santana,municipio,RS
Sertãozinho,municipio,PB
Sertãozinho,municipio,SP
Sete Barras,municipio,SP
Sete de Setembro,municipio,RS
Sete Lagoas,municipio,MG
Sete Quedas,municipio,MS
Setubinha,municipio,MG
Severiano de Almeida,municipio,RS
Severiano Melo,municipio,RN
Severínia,municipio,SP
Siderópolis,municipio,SC
Sidrolândia,municipio,MS
Sigefredo Pacheco,municipio,PI
Silva Jardim,municipio,RJ
Silvânia,municipio,GO
Silvanópolis,municipio,TO
Silveira Martins,municipio,RS
Silveirânia,municipio,MG
Silveiras,municipio,SP
Silves,municipio,AM
Silvianópolis,municipio,MG
Simão Dias,municipio,SE
Simão Pereira,municipio,MG
Simões,municipio,PI
Simões Filho,municipio,BA
Simolândia,municipio,GO
Simonésia,municipio,MG
Simplício Mendes,municipio,PI
Sinimbu,municipio,RS
Sinop,municipio,MT
Siqueira Campos,municipio,PR
Sirinhaém,municipio,PE
Siriri,municipio,SE
Sítio d'Abadia,municipio,GO
Sítio do Mato,municipio,BA
Sítio do Quinto,municipio,BA
Sítio Novo,municipio,MA
Sítio Novo,municipio,RN
Sítio Novo do Tocantins,municipio,TO
Sobradinho,municipio,BA
Sobradinho,municipio,RS
Sobrado,municipio,PB
Sobral,municipio,CE
Sobrália,municipio,MG
Socorro,municipio,SP
Socorro do Piauí,municipio,PI
Solânea,municipio,PB
Soledade,municipio,PB
Soledade,municipio,RS
Soledade de Minas,municipio,MG
Solidão,municipio,PE
Solonópole,municipio,CE
Sombrio,municipio,SC
Sonora,municipio,MS
Sooretama,municipio,ES
Sorocaba,municipio,SP
Sorriso,municipio,MT
Sossêgo,municipio,PB
Soure,municipio,PA
Sousa,municipio,PB
Souto Soares,municipio,BA
Sucupira,municipio,TO
Sucupira do Norte,municipio,MA
Sucupira do Riachão,municipio,MA
Sud Mennucci,municipio,SP
Sul Brasil,municipio,SC
Sulina,municipio,PR
Sumaré,municipio,SP
Sumé,municipio,PB
Sumidouro,municipio,RJ
Surubim,municipio,PE
Sussuapara,municipio,PI
Suzanápolis,municipio,SP
Suzano,municipio,SP
Tabaí,municipio,RS
Tabaporã,municipio,MT
Tabapuã,municipio,SP
Tabatinga,municipio,AM
Tabatinga,municipio,SP
Tabira,municipio,PE
Taboão da Serra,municipio,SP
Tabocas do Brejo Velho,municipio,BA
Taboleiro Grande,municipio,RN
Tabuleiro,municipio,MG
Tabuleiro do Norte,municipio,CE
Tacaimbó,municipio,PE
Tacaratu,municipio,PE
Taciba,municipio,SP
Tacima,municipio,PB
Tacuru,municipio,MS
Taguaí,municipio,SP
Taguatinga,municipio,TO
Taiaçu,municipio,SP
Tailândia,municipio,PA
Taió,municipio,SC
Taiobeiras,municipio,MG
Taipas do Tocantins,municipio,TO
Taipu,municipio,RN
Taiúva,municipio,SP
Talismã,municipio,TO
Tamandaré,municipio,PE
Tamarana,municipio,PR
Tambaú,municipio,SP
Tamboara,municipio,PR
Tamboril,municipio,CE
Tamboril do Piauí,municipio,PI
Tanabi,municipio,SP
Tangará,municipio,RN
Tangará,municipio,SC
Tangará da Serra,municipio,MT
Tanguá,municipio,RJ
Tanhaçu,municipio,BA
Tanque d'Arca,municipio,AL
Tanque do Piauí,municipio,PI
Tanque Novo,municipio,BA
Tanquinho,municipio,BA
Taparuba,municipio,MG
Tapauá,municipio,AM
Tapejara,municipio,PR
Tapejara,municipio,RS
Tapera,municipio,RS
Taperoá,municipio,PB
Taperoá,municipio,BA
Tapes,municipio,RS
Tapira,municipio,MG
Tapira,municipio,PR
Tapiraí,municipio,MG
Tapiraí,municipio,SP
Tapiramutá,municipio,BA
Tapiratiba,municipio,SP
Tapurah,municipio,MT
Taquara,municipio,RS
Taquaraçu de Minas,municipio,MG
Taquaral,municipio,SP
Taquaral de Goiás,municipio,GO
Taquarana,municipio,AL
Taquari,municipio,RS
Taquaritinga,municipio,SP
Taquaritinga do Norte,municipio,PE
Taquarituba,municipio,SP
Taquarivaí,municipio,SP
Taquaruçu do Sul,municipio,RS
Taquarussu,municipio,MS
Tarabai,municipio,SP
Tarauacá,municipio,AC
Tarrafas,municipio,CE
Tartarugalzinho,municipio,AP
Tarumã,municipio,SP
Tarumirim,municipio,MG
Tasso Fragoso,municipio,MA
Tatuí,municipio,SP
Tauá,municipio,CE
Taubaté,municipio,SP
Tavares,municipio,PB
Tavares,municipio,RS
Tefé,municipio,AM
Teixeira,municipio,PB
Teixeira de Freitas,municipio,BA
Teixeira Soares,municipio,PR
Teixeiras,municipio,MG
Teixeirópolis,municipio,RO
Tejuçuoca,municipio,CE
Tejupá,municipio,SP
Telêmaco Borba,municipio,PR
Telha,municipio,SE
Tenente Ananias,municipio,RN
Tenente Laurentino Cruz,municipio,RN
Tenente Portela,municipio,RS
Tenório,municipio,PB
Teodoro Sampaio,municipio,BA
Teodoro Sampaio,municipio,SP
Teofilândia,municipio,BA
Teófilo Otoni,municipio,MG
Teolândia,municipio,BA
Teotônio Vilela,municipio,AL
Terenos,municipio,MS
Teresina,municipio,PI
Teresina de Goiás,municipio,GO
Teresópolis,municipio,RJ
Terezinha,municipio,PE
Terezópolis de Goiás,municipio,GO
Terra Alta,municipio,PA
Terra Boa,municipio,PR
Terra de Areia,municipio,RS
Terra Nova,municipio,PE
Terra Nova,municipio,BA
Terra Nova do Norte,municipio,MT
Terra Rica,municipio,PR
Terra Roxa,municipio,SP
Terra Roxa,municipio,PR
Terra Santa,municipio,PA
Tesouro,municipio,MT
Teutônia,municipio,RS
Theobroma,municipio,RO
Tianguá,municipio,CE
Tibagi,municipio,PR
Tibau,municipio,RN
Tibau do Sul,municipio,RN
Tietê,municipio,SP
Tigrinhos,municipio,SC
Tijucas,municipio,SC
Tijucas do Sul,municipio,PR
Timbaúba,municipio,PE
Timbaúba dos Batistas,municipio,RN
Timbé do Sul,municipio,SC
Timbiras,municipio,MA
Timbó,municipio,SC
Timbó Grande,municipio,SC
Timburi,municipio,SP
Timon,municipio,MA
Timóteo,municipio,MG
Tio Hugo,municipio,RS
Tiradentes,municipio,MG
Tiradentes do Sul,municipio,RS
Tiros,municipio,MG
Tobias Barreto,municipio,SE
Tocantínia,municipio,TO
Tocantinópolis,municipio,TO
Tocantins,municipio,MG
Tocos do Moji,municipio,MG
Toledo,municipio,MG
Toledo,municipio,PR
Tomar do Geru,municipio,SE
Tomazina,municipio,PR
Tombos,municipio,MG
Tomé-Açu,municipio,PA
Tonantins,municipio,AM
Toritama,municipio,PE
Torixoréu,municipio,MT
Toropi,municipio,RS
Torre de Pedra,municipio,SP
Torres,municipio,RS
Torrinha,municipio,SP
Touros,municipio,RN
Trabiju,municipio,SP
Tracuateua,municipio,PA
Tracunhaém,municipio,PE
Traipu,municipio,AL
Trairão,municipio,PA
Trairi,municipio,CE
Trajano de Moraes,municipio,RJ
Tramandaí,municipio,RS
Travesseiro,municipio,RS
Tremedal,municipio,BA
Tremembé,municipio,SP
Três Arroios,municipio,RS
Três Barras,municipio,SC
Três Barras do Paraná,municipio,PR
Três Cachoeiras,municipio,RS
Três Corações,municipio,MG
Três Coroas,municipio,RS
Três de Maio,municipio,RS
Três Forquilhas,municipio,RS
Três Fronteiras,municipio,SP
Três Lagoas,municipio,MS
Três Marias,municipio,MG
Três Palmeiras,municipio,RS
Três Passos,municipio,RS
Três Pontas,municipio,MG
Três Ranchos,municipio,GO
Três Rios,municipio,RJ
Treviso,municipio,SC
Treze de Maio,municipio,SC
Treze Tílias,municipio,SC
Trindade,municipio,PE
Trindade,municipio,GO
Trindade do Sul,municipio,RS
Triunfo,municipio,PB
Triunfo,municipio,PE
Triunfo,municipio,RS
Triunfo Potiguar,municipio,RN
Trizidela do Vale,municipio,MA
Trombas,municipio,GO
Trombudo Central,municipio,SC
Tubarão,municipio,SC
Tucano,municipio,BA
Tucumã,municipio,PA
Tucunduva,municipio,RS
Tucuruí,municipio,PA
Tufilândia,municipio,MA
Tuiuti,municipio,SP
Tumiritinga,municipio,MG
Tunápolis,municipio,SC
Tunas,municipio,RS
Tunas do Paraná,municipio,PR
Tuneiras do Oeste,municipio,PR
Tuntum,municipio,MA
Tupã,municipio,SP
Tupaciguara,municipio,MG
Tupanatinga,municipio,PE
Tupanci do Sul,municipio,RS
Tupanciretã,municipio,RS
Tupandi,municipio,RS
Tuparendi,municipio,RS
Tuparetama,municipio,PE
Tupãssi,municipio,PR
Tupi Paulista,municipio,SP
Tupirama,municipio,TO
Tupiratins,municipio,TO
Turiaçu,municipio,MA
Turilândia,municipio,MA
Turiúba,municipio,SP
Turmalina,municipio,MG
Turmalina,municipio,SP
Turuçu,municipio,RS
Tururu,municipio,CE
Turvânia,municipio,GO
Turvelândia,municipio,GO
Turvo,municipio,PR
Turvo,municipio,SC
Turvolândia,municipio,MG
Tutoia,municipio,MA
Uarini,municipio,AM
Uauá,municipio,BA
Ubá,municipio,MG
Ubaí,municipio,MG
Ubaíra,municipio,BA
Ubaitaba,municipio,BA
Ubajara,municipio,CE
Ubaporanga,municipio,MG
Ubarana,municipio,SP
Ubatã,municipio,BA
Ubatuba,municipio,SP
Uberaba,municipio,MG
Uberlândia,municipio,MG
Ubirajara,municipio,SP
Ubiratã,municipio,PR
Ubiretama,municipio,RS
Uchoa,municipio,SP
Uibaí,municipio,BA
Uiramutã,municipio,RR
Uirapuru,municipio,GO
Uiraúna,municipio,PB
Ulianópolis,municipio,PA
Umari,municipio,CE
Umarizal,municipio,RN
Umbaúba,municipio,SE
Umburanas,municipio,BA
Umburatiba,municipio,MG
Umbuzeiro,municipio,PB
Umirim,municipio,CE
Umuarama,municipio,PR
Una,municipio,BA
Unaí,municipio,MG
União,municipio,PI
União da Serra,municipio,RS
União da Vitória,municipio,PR
União de Minas,municipio,MG
União do Oeste,municipio,SC
União do Sul,municipio,MT
União dos Palmares,municipio,AL
União Paulista,municipio,SP
Uniflor,municipio,PR
Unistalda,municipio,RS
Upanema,municipio,RN
Uraí,municipio,PR
Urandi,municipio,BA
Urânia,municipio,SP
Urbano Santos,municipio,MA
Uru,municipio,SP
Uruaçu,municipio,GO
Uruana,municipio,GO
Uruana de Minas,municipio,MG
Uruará,municipio,PA
Urubici,municipio,SC
Uruburetama,municipio,CE
Urucânia,municipio,MG
Urucará,municipio,AM
Uruçuca,municipio,BA
Uruçuí,municipio,PI
Urucuia,municipio,MG
Urucurituba,municipio,AM
Uruguaiana,municipio,RS
Uruoca,municipio,CE
Urupá,municipio,RO
Urupema,municipio,SC
Urupês,municipio,SP
Urussanga,municipio,SC
Urutaí,municipio,GO
Utinga,municipio,BA
Vacaria,municipio,RS
Vale de São Domingos,municipio,MT
Vale do Anari,municipio,RO
Vale do Paraíso,municipio,RO
Vale do Sol,municipio,RS
Vale Real,municipio,RS
Vale Verde,municipio,RS
Valença,municipio,BA
Valença,municipio,RJ
Valença do Piauí,municipio,PI
Valente,municipio,BA
Valentim Gentil,municipio,SP
Valinhos,municipio,SP
Valparaíso,municipio,SP
Valparaíso de Goiás,municipio,GO
Vanini,municipio,RS
Vargeão,municipio,SC
Vargem,municipio,SP
Vargem,municipio,SC
Vargem Alegre,municipio,MG
Vargem Alta,municipio,ES
Vargem Bonita,municipio,MG
Vargem Bonita,municipio,SC
Vargem Grande,municipio,MA
Vargem Grande do Rio Pardo,municipio,MG
Vargem Grande do Sul,municipio,SP
Vargem Grande Paulista,municipio,SP
Varginha,municipio,MG
Varjão,municipio,GO
Varjão de Minas,municipio,MG
Varjota,municipio,CE
Varre-Sai,municipio,RJ
Várzea,municipio,RN
Várzea,municipio,PB
Várzea Alegre,municipio,CE
Várzea Branca,municipio,PI
Várzea da Palma,municipio,MG
Várzea da Roça,municipio,BA
Várzea do Poço,municipio,BA
Várzea Grande,municipio,PI
Várzea Grande,municipio,MT
Várzea Nova,municipio,BA
Várzea Paulista,municipio,SP
Varzedo,municipio,BA
Varzelândia,municipio,MG
Vassouras,municipio,RJ
Vazante,municipio,MG
Venâncio Aires,municipio,RS
Venda Nova do Imigrante,municipio,ES
Venha-Ver,municipio,RN
Ventania,municipio,PR
Venturosa,municipio,PE
Vera,municipio,MT
Vera Cruz,municipio,RN
Vera Cruz,municipio,BA
Vera Cruz,municipio,SP
Vera Cruz,municipio,RS
Vera Cruz do Oeste,municipio,PR
Vera Mendes,municipio,PI
Veranópolis,municipio,RS
Verdejante,municipio,PE
Verdelândia,municipio,MG
Verê,municipio,PR
Vereda,municipio,BA
Veredinha,municipio,MG
Veríssimo,municipio,MG
Vermelho Novo,municipio,MG
Vertente do Lério,municipio,PE
Vertentes,municipio,PE
Vespasiano,municipio,MG
Vespasiano Correa,municipio,RS
Viadutos,municipio,RS
Viamão,municipio,RS
Viana,municipio,MA
Viana,municipio,ES
Vianópolis,municipio,GO
Vicência,municipio,PE
Vicente Dutra,municipio,RS
Vicentina,municipio,MS
Vicentinópolis,municipio,GO
Viçosa,municipio,RN
Viçosa,municipio,AL
Viçosa,municipio,MG
Viçosa do Ceará,municipio,CE
Victor Graeff,municipio,RS
Vidal Ramos,municipio,SC
Videira,municipio,SC
Vieiras,municipio,MG
Vieirópolis,municipio,PB
Vigia,municipio,PA
Vila Bela da Santíssima Trindade,municipio,MT
Vila Boa,municipio,GO
Vila Flor,municipio,RN
Vila Flores,municipio,RS
Vila Lângaro,municipio,RS
Vila Maria,municipio,RS
Vila Nova do Piauí,municipio,PI
Vila Nova do Sul,municipio,RS
Vila Nova dos Martírios,municipio,MA
Vila Pavão,municipio,ES
Vila Propício,municipio,GO
Vila Rica,municipio,MT
Vila Valério,municipio,ES
Vila Velha,municipio,ES
Vilhena,municipio,RO
Vinhedo,municipio,SP
Viradouro,municipio,SP
Virgem da Lapa,municipio,MG
Virgínia,municipio,MG
Virginópolis,municipio,MG
Virgolândia,municipio,MG
Virmond,municipio,PR
Visconde do Rio Branco,municipio,MG
Viseu,municipio,PA
Vista Alegre,municipio,RS
Vista Alegre do Alto,municipio,SP
Vista Alegre do Prata,municipio,RS
Vista Gaúcha,municipio,RS
Vista Serrana,municipio,PB
Vitor Meireles,municipio,SC
Vitória,municipio,ES
Vitória Brasil,municipio,SP
Vitória da Conquista,municipio,BA
Vitória das Missões,municipio,RS
Vitória de Santo Antão,municipio,PE
Vitória do Jari,municipio,AP
Vitória do Mearim,municipio,MA
Vitória do Xingu,municipio,PA
Vitorino,municipio,PR
Vitorino Freire,municipio,MA
Volta Grande,municipio,MG
Volta Redonda,municipio,RJ
Votorantim,municipio,SP
Votuporanga,municipio,SP
Wagner,municipio,BA
Wall Ferraz,municipio,PI
Wanderlândia,municipio,TO
Wanderley,municipio,BA
Wenceslau Braz,municipio,MG
Wenceslau Braz,municipio,PR
Wenceslau Guimarães,municipio,BA
Westfalia,municipio,RS
Witmarsum,municipio,SC
Xambioá,municipio,TO
Xambrê,municipio,PR
Xangri-Lá,municipio,RS
Xanxerê,municipio,SC
Xapuri,municipio,AC
Xavantina,municipio,SC
Xaxim,municipio,SC
Xexéu,municipio,PE
Xinguara,municipio,PA
Xique-Xique,municipio,BA
Zabelê,municipio,PB
Zacarias,municipio,SP
Zé Doca,municipio,MA
Zortéa,municipio,SC
